run,time,agcacc,bgcjacc,bgcmacc,cproda,agcprd,bgcjprd,bgcmprd,aglivc,stdedc,totsysc,somtc,som1c(1),som1c(2),som2c(1),som2c(2),som3c,somte(1),somse(1),tminrl(1),stream(2),stream(5),stream(6),"som1e(1,1)","som1e(2,1)","som2e(1,1)","som2e(2,1)",som3e(1),tnetmn(1)
ag1,1877.17,0.0000,0.0000,0.0000,0.0000,207.7659,66.4888,3.4994,0.0000,0.0000,8336.1094,8335.4717,0.1156,146.8047,0.0334,2628.3652,5500.6069,706.6887,706.1898,20.8747,0.0075,0.0046,0.0003,0.0141,18.0642,0.0033,185.1361,502.9895,0.2390
ag1,1877.25,9.4959,6.0140,0.3165,15.8264,207.7659,66.4888,3.4994,9.1330,0.0174,8343.5977,8327.4473,0.1173,145.8477,0.0377,2624.4143,5500.5093,706.3971,705.9550,20.2589,0.1004,0.0396,0.0024,0.0143,17.9590,0.0037,185.0112,502.9848,0.5298
ag1,1877.33,41.0729,26.0128,1.3691,68.4548,207.7659,66.4888,3.4994,39.5048,0.1955,8379.6025,8312.1123,0.1392,143.5235,0.0491,2616.2485,5500.3354,705.7984,705.4189,18.1208,0.2821,0.0680,0.0042,0.0171,17.6955,0.0048,184.7460,502.9774,1.1596
ag1,1877.42,77.9373,49.3602,2.5979,129.8954,207.7659,66.4888,3.4994,64.3390,8.2569,8420.6943,8296.8037,0.2089,140.6301,0.0711,2606.6553,5500.1382,705.1838,704.7487,16.5310,0.0002,0.0000,0.0000,0.0259,17.3577,0.0070,184.4232,502.9678,1.9392
ag1,1877.50,107.2850,67.9472,3.5762,178.8084,207.7659,66.4888,3.4994,81.1982,12.0172,8435.1230,8272.1230,0.6427,136.4703,0.1534,2590.3101,5499.8081,704.1086,703.6558,15.6605,0.0002,0.6455,0.0399,0.0802,16.9073,0.0153,183.7967,502.9518,3.2592
ag1,1877.58,113.7255,72.5323,3.8175,190.0752,207.7659,66.4888,3.4994,65.9241,23.4453,8424.6846,8261.8223,1.0071,134.3625,0.2571,2581.4634,5499.6108,703.6950,703.0633,16.1745,0.0002,0.0048,0.0003,0.1258,16.6573,0.0257,183.4638,502.9423,4.0257
ag1,1877.67,123.3251,84.6918,4.4575,212.4744,207.7659,66.4888,3.4994,62.2143,26.4226,8414.7510,8240.8604,1.9354,131.8037,0.5278,2566.6362,5499.3062,702.7311,702.1696,16.2732,0.0002,0.5170,0.0321,0.2419,16.3863,0.0527,182.8561,502.9270,5.2965
ag1,1877.75,123.9011,85.4215,4.4959,213.8185,207.7659,66.4888,3.4994,44.6834,34.3569,8403.0605,8237.2031,2.2451,130.9603,0.6517,2561.8796,5499.1929,702.6166,701.8729,16.7915,0.0002,0.0122,0.0008,0.2806,16.2858,0.0651,182.6662,502.9209,5.7219
ag1,1877.83,0.0000,0.0000,0.0000,219.5758,126.3685,88.5469,4.6604,2.1248,69.2040,8391.4482,8226.3213,3.2301,129.9366,0.9442,2554.1538,5499.0503,702.1008,701.4322,17.2659,0.0002,0.1704,0.0106,0.4037,16.1742,0.0944,182.3457,502.9123,6.4068
ag1,1877.92,0.0000,0.0000,0.0000,219.5758,126.3685,88.5469,4.6604,1.9352,59.7160,8384.2705,8222.5605,3.7767,129.4701,1.0702,2550.6753,5498.9819,701.9419,701.2313,17.6517,0.0002,0.0337,0.0021,0.4720,16.1202,0.1070,182.2023,502.9088,6.7074
ag1,1878.00,0.0000,0.0000,0.0000,219.5758,126.3685,88.5469,4.6604,1.7768,51.5291,8378.6309,8220.6318,4.3543,129.1611,1.1841,2548.1079,5498.9253,701.8799,701.0855,17.9372,0.0001,0.0125,0.0008,0.5443,16.0839,0.1184,182.0959,502.9057,6.9270
ag1,1878.08,0.0000,0.0000,0.0000,0.0000,126.3685,88.5469,4.6604,1.7111,44.3953,8374.8574,8220.5947,4.7999,129.0334,1.2602,2546.4927,5498.8491,701.9211,700.9999,18.1310,0.3053E-04,0.0111,0.0007,0.6000,16.0696,0.1260,182.0284,502.9019,0.1373
ag1,1878.17,0.0000,0.0000,0.0000,0.0000,126.3685,88.5469,4.6604,1.7081,38.1987,8369.2646,8218.8691,5.4646,128.9279,1.3692,2544.1025,5498.7905,701.8712,700.8860,18.3261,0.0000,0.0484,0.0030,0.6830,16.0608,0.1369,181.9272,502.8980,0.3405
ag1,1878.25,1.2120,0.7676,0.0404,2.0199,126.3685,88.5469,4.6604,2.8002,32.7003,8364.5322,8216.2881,6.2667,128.8386,1.5109,2541.3926,5498.7300,701.7731,700.7609,18.5445,0.0000,0.0242,0.0015,0.7833,16.0526,0.1510,181.8143,502.8941,0.5772
ag1,1878.33,29.8802,18.9241,0.9960,49.8003,126.3685,88.5469,4.6604,30.4298,28.7121,8388.6416,8201.5400,8.9374,128.1293,2.2526,2531.9399,5498.5405,701.0361,700.2772,17.1560,0.0000,0.0252,0.0016,1.1171,15.9701,0.2252,181.4237,502.8835,1.4250
ag1,1878.42,67.5001,42.7501,2.2500,112.5001,126.3685,88.5469,4.6604,62.1196,27.4594,8419.4297,8183.5947,10.8189,126.4323,3.6740,2519.4482,5498.2827,700.1371,699.5375,15.6948,0.0000,0.0484,0.0030,1.3523,15.7664,0.3674,180.9018,502.8694,2.6119
ag1,1878.50,100.2875,63.5155,3.3429,167.1460,126.3685,88.5469,4.6604,81.5227,28.8547,8436.1230,8164.6406,11.1810,124.1833,5.3690,2504.6936,5497.9761,699.1895,698.6078,15.1811,0.0000,0.1343,0.0084,1.3963,15.4924,0.5363,180.2635,502.8520,4.0811
ag1,1878.58,120.3837,80.1528,4.2186,204.7551,126.3685,88.5469,4.6604,86.1608,30.9316,8430.5576,8143.3711,10.5570,121.9457,7.3560,2487.3740,5497.6167,698.1234,697.5430,15.2620,0.0000,0.3019,0.0188,1.3172,15.2243,0.7343,179.4884,502.8304,5.8640
ag1,1878.67,142.4639,108.1209,5.6906,256.2754,126.3685,88.5469,4.6604,97.5947,27.6481,8435.4658,8118.0166,9.5322,119.4205,9.0307,2466.9131,5497.1597,696.7789,696.2307,15.0603,0.0000,0.2802,0.0175,1.1851,14.8899,0.8991,178.5354,502.8053,7.9531
ag1,1878.75,159.6234,129.8563,6.8345,296.3142,126.3685,88.5469,4.6604,101.8662,26.1671,8432.2266,8096.3877,8.6675,117.4192,10.4513,2448.4128,5496.7554,695.6978,695.1254,15.1896,0.0000,0.0000,0.0000,1.0794,14.6457,1.0414,177.6988,502.7809,9.7987
ag1,1878.83,0.0000,0.0000,0.0000,308.5320,164.8596,136.4888,7.1836,5.2115,112.4777,8422.0693,8086.0537,8.4975,116.5086,11.0253,2438.4714,5496.5308,695.1973,694.5441,15.7229,0.0000,0.0000,0.0000,1.0589,14.5349,1.0989,177.2418,502.7675,10.7568
ag1,1878.92,0.0000,0.0000,0.0000,308.5320,164.8596,136.4888,7.1836,4.8531,97.0984,8412.7461,8084.2778,8.9966,116.3248,11.3129,2434.1423,5496.4448,695.1656,694.3184,16.1831,0.0000,0.0012,0.7553E-04,1.1216,14.5132,1.1277,177.0418,502.7633,11.1602
ag1,1879.00,0.0000,0.0000,0.0000,308.5320,164.8596,136.4888,7.1836,4.6681,83.7149,8407.8828,8087.7373,9.4691,116.3921,11.4563,2432.1531,5496.3550,695.4402,694.2311,16.4010,0.0000,0.0020,0.0001,1.1808,14.5223,1.1420,176.9494,502.7594,11.3426
ag1,1879.08,0.0000,0.0000,0.0000,0.0000,164.8596,136.4888,7.1836,4.6498,72.0441,8401.6533,8089.9219,10.2535,116.7508,11.6292,2429.8503,5496.2925,695.6414,694.1660,16.5810,0.0000,0.0371,0.0023,1.2790,14.5700,1.1593,176.8410,502.7550,0.2123
ag1,1879.17,0.0000,0.0000,0.0000,0.0000,164.8596,136.4888,7.1836,4.6438,61.9895,8396.0576,8092.3579,10.9772,117.1881,11.7787,2427.8875,5496.2144,695.8559,694.1273,16.7658,0.0000,0.0090,0.0006,1.3696,14.6256,1.1743,176.7505,502.7511,0.4012
ag1,1879.25,0.0000,0.0000,0.0000,0.0000,164.8596,136.4888,7.1836,4.6350,53.3434,8387.5898,8092.7104,12.3011,117.9114,12.0562,2425.2854,5496.1479,695.9507,694.0958,16.9339,0.1143,0.0110,0.0007,1.5352,14.7173,1.2021,176.6319,502.7466,0.6545
ag1,1879.33,0.0000,0.0000,0.0000,0.0000,164.8596,136.4888,7.1836,0.0000,0.0000,8340.8252,8333.0645,0.5434,153.5973,0.3481,2410.9553,5495.6187,708.4517,697.8515,16.0138,0.2324,0.1007,0.0063,0.0667,19.0037,0.0346,176.1386,502.7091,1.9305
ag1,1879.42,11.1265,12.7736,0.6723,24.5724,164.8596,136.4888,7.1836,10.8337,0.0000,8263.4473,8233.7324,0.8630,206.1062,0.3714,2357.2400,5494.4980,705.3428,700.0535,15.2113,0.4894,0.1743,0.0107,0.1013,24.8354,0.0361,172.5934,502.6246,5.1262
ag1,1879.50,15.4317,17.5128,0.9217,33.8662,164.8596,136.4888,7.1836,14.4915,0.0000,8231.5166,8195.0195,0.9974,218.4157,0.4444,2339.2952,5494.0625,704.2679,700.6876,16.1209,0.0010,0.0003,0.1720E-04,0.1192,26.4277,0.0434,171.6635,502.5964,6.3170
ag1,1879.58,15.9633,17.9895,0.9468,34.8996,164.8596,136.4888,7.1836,15.0231,0.0000,8219.0918,8183.1826,1.0239,218.5540,0.4693,2339.0481,5493.9980,703.9113,700.9227,16.6168,0.0003,0.0000,0.0000,0.1228,26.4804,0.0459,171.8467,502.5956,6.7754
ag1,1879.67,35.9025,22.7102,1.1953,59.8079,164.8596,136.4888,7.1836,34.9623,0.0000,8206.2656,8147.6777,1.0445,212.6910,0.6365,2337.4431,5493.8242,702.4733,700.8565,17.2157,0.0003,0.5038,0.0306,0.1272,25.8844,0.0627,172.3778,502.5943,8.3056
ag1,1879.75,45.3271,24.5674,1.2930,71.1875,164.8596,136.4888,7.1836,44.3869,0.0000,8198.9941,8130.8330,0.9701,206.8386,0.7420,2335.9541,5493.7119,701.6700,700.4573,17.5420,0.0003,0.3993,0.0243,0.1187,25.2320,0.0733,172.6338,502.5915,9.1939
ag1,1879.83,0.0000,0.0000,0.0000,86.6434,58.9618,26.2975,1.3841,0.0000,0.0000,8127.1025,8126.0142,0.0762,188.5013,0.0438,2330.0078,5493.3579,700.4301,698.8686,18.1792,0.0003,0.7009,0.0428,0.0094,23.0888,0.0043,173.1972,502.5826,11.6585
ag1,1879.92,0.0000,0.0000,0.0000,86.6434,58.9618,26.2975,1.3841,0.0000,0.0000,8067.4746,8066.4380,0.1040,160.4970,0.0482,2312.4939,5492.7271,696.7626,695.5259,20.7951,0.0003,0.1270,0.0078,0.0129,19.7428,0.0048,173.2244,502.5587,15.3159
ag1,1880.00,0.0000,0.0000,0.0000,86.6434,58.9618,26.2975,1.3841,0.0000,0.0000,8059.9814,8058.9785,0.1188,159.9351,0.0518,2310.7048,5492.6763,696.5250,695.4484,21.1028,0.0002,0.0226,0.0014,0.0147,19.6848,0.0051,173.2088,502.5548,15.5506
ag1,1880.08,0.0000,0.0000,0.0000,0.0000,58.9618,26.2975,1.3841,0.0000,0.0000,8057.0645,8056.0747,0.1237,159.6187,0.0534,2309.9861,5492.6392,696.4251,695.4050,21.2423,0.0002,0.0058,0.0004,0.0153,19.6497,0.0053,173.2022,502.5531,0.0987
ag1,1880.17,0.0000,0.0000,0.0000,0.0000,58.9618,26.2975,1.3841,0.0000,0.0000,8053.8848,8052.9082,0.1288,159.2197,0.0552,2309.1882,5492.5552,696.3107,695.3475,21.3586,0.0001,0.0075,0.0005,0.0160,19.6050,0.0055,173.1930,502.5495,0.2090
ag1,1880.25,0.0000,0.0000,0.0000,0.0000,58.9618,26.2975,1.3841,0.0000,0.0000,8049.4551,8048.4976,0.1351,158.5644,0.0578,2308.0049,5492.4849,696.1456,695.2562,21.4763,0.1184,0.0263,0.0016,0.0168,19.5313,0.0057,173.1788,502.5461,0.3708
ag1,1880.33,0.0000,0.0000,0.0000,0.0000,58.9618,26.2975,1.3841,0.0000,0.0000,8027.8896,8027.8643,0.0039,160.9950,0.0017,2289.2410,5492.0571,695.2147,694.4163,22.2508,0.1339,0.2142,0.0132,0.0005,19.8698,0.0002,172.0300,502.5164,1.3253
ag1,1880.42,2.3594,3.6962,0.1945,6.2501,58.9618,26.2975,1.3841,2.3594,0.0000,8009.1948,8003.0137,0.0035,168.2422,0.0016,2263.4771,5491.4868,694.2526,693.5912,23.1472,0.0010,0.0000,0.0000,0.0004,20.7921,0.0002,170.3243,502.4748,2.2941
ag1,1880.50,3.0394,4.8096,0.2531,8.1022,58.9618,26.2975,1.3841,3.0394,0.0000,7990.2910,7982.6826,0.0038,169.4032,0.0017,2247.3716,5491.0679,693.3528,692.7889,24.1089,0.0003,0.0000,0.0000,0.0005,20.9550,0.0002,169.3869,502.4470,3.2216
ag1,1880.58,15.3762,9.2410,0.4864,25.1036,58.9618,26.2975,1.3841,15.3762,0.0000,7987.0347,7962.9224,0.0077,161.3711,0.0024,2241.8381,5490.8452,692.2692,691.8126,24.5635,0.0003,0.2391,0.0148,0.0010,19.9911,0.0002,169.3853,502.4363,4.3216
ag1,1880.67,16.2353,9.6971,0.5104,26.4428,58.9618,26.2975,1.3841,16.2353,0.0000,7981.5625,7956.8081,0.0098,158.6264,0.0028,2239.7878,5490.7534,691.9248,691.4603,24.9992,0.0003,0.0072,0.0004,0.0012,19.6560,0.0003,169.3725,502.4318,4.7108
ag1,1880.75,25.0607,11.4237,0.6012,37.0857,58.9618,26.2975,1.3841,25.0607,0.0000,7977.4253,7942.6602,0.0165,153.0354,0.0045,2234.6812,5490.5684,691.1155,690.6931,25.4464,0.0003,0.4146,0.0257,0.0021,18.9973,0.0005,169.2728,502.4230,5.5347
ag1,1880.83,0.0000,0.0000,0.0000,40.2845,27.5711,12.0777,0.6357,0.0000,0.0000,7935.7964,7935.3628,0.0162,144.4501,0.0010,2224.6628,5490.2324,690.3083,689.3716,26.5219,0.0003,0.4925,0.0306,0.0020,17.9731,0.9530E-04,168.9913,502.4071,7.0166
ag1,1880.92,0.0000,0.0000,0.0000,40.2845,27.5711,12.0777,0.6357,0.0000,0.0000,7888.2637,7887.8545,0.0318,128.7259,0.0024,2200.8528,5489.5098,687.2477,686.4841,26.7362,0.0002,0.9355,0.0583,0.0040,16.0794,0.0002,168.0366,502.3681,10.0185
ag1,1881.00,0.0000,0.0000,0.0000,40.2845,27.5711,12.0777,0.6357,0.0000,0.0000,7884.3906,7883.9902,0.0371,128.3351,0.0032,2199.2571,5489.4238,687.0705,686.3683,26.9923,0.0002,0.0016,0.0001,0.0046,16.0310,0.0003,167.9735,502.3638,10.1935
ag1,1881.08,0.0000,0.0000,0.0000,0.0000,27.5711,12.0777,0.6357,0.0000,0.0000,7881.9375,7881.5435,0.0402,128.0522,0.0038,2198.2473,5489.3379,686.9540,686.2875,27.0991,0.0023,0.0018,0.0001,0.0050,15.9958,0.0004,167.9316,502.3600,0.1131
ag1,1881.17,0.0000,0.0000,0.0000,0.0000,27.5711,12.0777,0.6357,0.0000,0.0000,7879.5498,7879.1621,0.0434,127.7512,0.0045,2197.2405,5489.2617,686.8387,686.2047,27.2028,0.0147,0.0044,0.0003,0.0054,15.9586,0.0005,167.8894,502.3566,0.2248
ag1,1881.25,0.0000,0.0000,0.0000,0.0000,27.5711,12.0777,0.6357,0.0000,0.0000,7874.9585,7874.5820,0.0484,127.0998,0.0058,2195.2097,5489.1895,686.6136,686.0366,27.3464,0.1549,0.0152,0.0010,0.0061,15.8784,0.0006,167.8073,502.3509,0.4471
ag1,1881.33,21.1092,15.1266,0.7961,37.0320,27.5711,12.0777,0.6357,21.1092,0.0000,7886.5449,7849.5308,0.0014,135.4949,0.0002,2166.3877,5488.5313,685.5135,685.0388,26.3830,0.2687,0.0340,0.0021,0.0002,16.9305,0.2290E-04,165.8079,502.3004,1.5603
ag1,1881.42,45.6301,25.8204,1.3590,72.8095,27.5711,12.0777,0.6357,45.6301,0.0000,7897.8877,7825.2891,0.0039,133.4619,0.0006,2150.1003,5488.0601,684.2305,683.8730,26.3723,0.0009,0.1017,0.0064,0.0005,16.6834,0.5766E-04,164.9185,502.2711,2.8505
ag1,1881.50,106.8613,43.7561,2.3030,152.9204,27.5711,12.0777,0.6357,106.8613,0.0000,7955.6035,7803.2061,0.0092,126.8331,0.0018,2139.5820,5487.6929,682.9193,682.6252,25.5359,0.0004,0.1601,0.0100,0.0011,15.8636,0.0002,164.5111,502.2504,4.1718
ag1,1881.58,0.0000,0.0000,0.0000,196.7772,145.1910,49.0069,2.5793,0.0000,1.1414,7840.0122,7827.2212,0.1423,122.8204,0.0077,2130.0798,5487.3779,682.9639,681.7037,25.6325,0.0004,0.1673,0.0105,0.0178,15.3706,0.0008,164.1009,502.2321,5.2017
ag1,1881.67,0.0000,0.0000,0.0000,196.7772,145.1910,49.0069,2.5793,0.0000,1.0121,7822.1060,7810.3774,0.8661,125.0710,0.0692,2124.8213,5487.1963,682.6459,681.7556,26.0165,0.0004,0.0387,0.0024,0.1083,15.6530,0.0069,163.8803,502.2223,5.4707
ag1,1881.75,0.0000,0.0000,0.0000,196.7772,145.1910,49.0069,2.5793,0.0000,0.8974,7813.9907,7802.6807,1.0872,125.3766,0.1107,2122.1563,5487.1123,682.4327,681.6783,26.3258,0.0003,0.0057,0.0004,0.1359,15.6908,0.0111,163.7711,502.2165,5.6695
ag1,1881.83,0.0000,0.0000,0.0000,196.7772,145.1910,49.0069,2.5793,0.0000,0.0000,7799.4204,7798.8892,0.0685,125.5360,0.0099,2116.5874,5486.9326,682.2419,681.4629,26.8577,0.0003,0.1984,0.0124,0.0086,15.7211,0.0010,163.5374,502.2044,6.2014
ag1,1881.92,0.0000,0.0000,0.0000,196.7772,145.1910,49.0069,2.5793,0.0000,0.0000,7760.2549,7759.7407,0.0746,115.3738,0.0124,2094.8809,5486.2329,679.7787,679.1185,28.9193,0.0003,0.1919,0.0120,0.0093,14.4546,0.0012,162.5034,502.1606,8.6510
ag1,1882.00,0.0000,0.0000,0.0000,196.7772,145.1910,49.0069,2.5793,0.0000,0.0000,7757.8252,7757.3169,0.0764,115.3875,0.0134,2093.8682,5486.1626,679.6941,679.0678,29.0522,0.0002,0.0120,0.0007,0.0096,14.4566,0.0013,162.4546,502.1566,8.7334
ag1,1882.08,0.0000,0.0000,0.0000,0.0000,145.1910,49.0069,2.5793,0.0000,0.0000,7755.6431,7755.1401,0.0779,115.3679,0.0143,2092.9414,5486.1021,679.6136,679.0162,29.1332,0.0002,0.0125,0.0008,0.0097,14.4545,0.0014,162.4093,502.1524,0.0773
ag1,1882.17,0.0000,0.0000,0.0000,0.0000,145.1910,49.0069,2.5793,0.0000,0.0000,7752.7007,7752.2051,0.0797,115.2962,0.0155,2091.6484,5486.0239,679.5026,678.9414,29.2946,0.0002,0.0200,0.0013,0.0100,14.4462,0.0016,162.3468,502.1483,0.1850
ag1,1882.25,17.2270,10.9104,0.5742,28.7116,145.1910,49.0069,2.5793,16.5373,0.0087,7770.1641,7741.5850,0.0908,114.6279,0.0224,2086.6726,5485.8384,679.0634,678.6077,28.0410,0.1115,0.0318,0.0020,0.0113,14.3624,0.0022,162.1079,502.1374,0.6289
ag1,1882.33,57.0363,36.1230,1.9012,95.0605,145.1910,49.0069,2.5793,54.4797,0.1972,7816.8032,7724.0713,0.1435,112.4449,0.0378,2077.3225,5485.5337,678.2293,677.8555,25.4069,0.4039,0.1167,0.0073,0.0179,14.0923,0.0038,161.6468,502.1164,1.5189
ag1,1882.42,108.2369,68.5500,3.6079,180.3949,145.1910,49.0069,2.5793,100.6056,0.5892,7878.9668,7706.6499,0.2300,109.5802,0.0655,2066.6001,5485.1743,677.1877,676.8056,23.0584,0.2188,0.0703,0.0044,0.0278,13.6659,0.0064,161.0473,502.0923,2.7178
ag1,1882.50,158.3653,100.2980,5.2788,263.9421,145.1910,49.0069,2.5793,137.8175,1.1591,7927.0977,7685.2437,0.5976,106.0460,0.1522,2051.7766,5484.6880,675.7029,675.2568,21.3957,0.1671,0.0569,0.0035,0.0688,13.0656,0.0143,160.1312,502.0600,4.5403
ag1,1882.58,184.3716,121.4556,6.3924,312.2196,145.1910,49.0069,2.5793,140.2099,9.5612,7940.1782,7668.5605,1.1201,103.6321,0.3175,2038.1736,5484.2505,674.6342,674.0505,21.3000,0.0004,0.0000,0.0000,0.1318,12.6990,0.0300,159.3216,502.0300,6.1115
ag1,1882.67,199.6030,140.7486,7.4078,347.7594,145.1910,49.0069,2.5793,134.1030,15.2308,7938.6577,7650.6953,1.7748,101.8750,0.6087,2023.6876,5483.7700,673.6477,673.0239,21.3328,0.0004,0.1204,0.0074,0.2158,12.5123,0.0590,158.5135,501.9981,7.6304
ag1,1882.75,211.5214,155.8454,8.2024,375.5692,145.1910,49.0069,2.5793,123.8410,21.5246,7932.5000,7634.9917,2.5785,100.7429,1.0075,2010.8578,5483.3599,672.7737,672.1611,21.0736,0.0004,0.3234,0.0199,0.3166,12.4094,0.0986,157.7812,501.9705,8.9724
ag1,1882.83,0.0000,0.0000,0.0000,391.6324,218.4057,164.5654,8.6613,6.6307,128.1387,7926.6284,7624.0474,3.1944,99.8129,1.2888,2001.7845,5483.0591,672.0974,671.4721,21.2380,0.1730,0.0327,0.0020,0.3912,12.2775,0.1258,157.2449,501.9497,9.9781
ag1,1882.92,0.0000,0.0000,0.0000,391.6324,218.4057,164.5654,8.6613,6.6221,110.2565,7916.4478,7620.9063,4.2334,99.4744,1.4999,1997.1604,5482.9165,671.9495,671.1710,21.1893,0.4730,0.0555,0.0034,0.5217,12.2485,0.1470,156.9825,501.9400,10.4158
ag1,1883.00,0.0000,0.0000,0.0000,391.6324,218.4057,164.5654,8.6613,6.6093,94.8760,7911.5840,7623.5640,4.9496,99.5007,1.6082,1995.2644,5482.8149,672.1559,671.0657,21.3499,0.0583,0.0086,0.0005,0.6114,12.2562,0.1578,156.8745,501.9350,10.5901
ag1,1883.08,0.0000,0.0000,0.0000,0.0000,218.4057,164.5654,8.6613,6.6020,81.6376,7908.1885,7627.4639,5.5495,99.6761,1.6840,1994.1228,5482.7329,672.4366,671.0203,21.3979,0.0206,0.0034,0.0002,0.6866,12.2809,0.1654,156.8098,501.9296,0.1042
ag1,1883.17,0.0000,0.0000,0.0000,0.0000,218.4057,164.5654,8.6613,6.5942,70.2461,7904.2178,7630.6113,6.2842,100.0221,1.7681,1992.8894,5482.6587,672.6699,670.9893,21.3044,0.1987,0.0078,0.0005,0.7780,12.3261,0.1737,156.7396,501.9236,0.2238
ag1,1883.25,6.9189,4.3820,0.2306,11.5316,218.4057,164.5654,8.6613,12.9908,60.1223,7902.7612,7627.3257,8.8797,101.0911,2.1233,1989.4423,5482.5435,672.4951,670.8988,20.3785,0.7471,0.0590,0.0036,1.0877,12.4492,0.2078,156.5344,501.9152,0.5873
ag1,1883.33,37.4296,23.7054,1.2477,62.3827,218.4057,164.5654,8.6613,42.3037,51.9487,7926.2114,7614.4165,13.2489,102.4146,3.2113,1981.7014,5482.2700,671.5368,670.3945,19.2074,0.0024,0.0009,0.5597E-04,1.5517,12.4814,0.3035,156.0173,501.8958,1.7230
ag1,1883.42,82.6125,52.3212,2.7537,137.6875,218.4057,164.5654,8.6613,82.5476,45.3262,7958.1563,7596.3496,16.7822,102.1891,5.9013,1969.5349,5481.8462,669.9717,669.1707,18.2488,0.0005,0.0528,0.0032,1.8618,12.1842,0.5258,155.1241,501.8623,3.8448
ag1,1883.50,120.7876,76.4988,4.0262,201.3127,218.4057,164.5654,8.6613,106.0774,43.3397,7977.4238,7581.0068,16.9464,101.0437,8.7953,1957.0386,5481.3989,668.6503,667.8967,18.0018,0.0005,0.1299,0.0077,1.8466,11.8482,0.7686,154.2199,501.8286,6.0056
ag1,1883.58,146.7693,100.3596,5.2821,252.4109,218.4057,164.5654,8.6613,117.0455,40.2384,7980.3892,7564.1401,15.5378,99.7090,11.8015,1942.7474,5480.9009,667.2767,666.5330,18.3100,0.0005,0.2637,0.0154,1.6841,11.5362,1.0260,153.2057,501.7910,8.3953
ag1,1883.67,156.0624,112.1310,5.9016,274.0949,218.4057,164.5654,8.6613,102.9531,45.7674,7967.1357,7555.5635,14.3497,99.2329,13.8533,1933.6106,5480.5649,666.7948,665.9489,18.8097,0.0005,0.0398,0.0023,1.5975,11.5224,1.2264,152.6605,501.7660,9.7037
ag1,1883.75,161.1534,118.5796,6.2410,285.9739,218.4057,164.5654,8.6613,85.1417,51.4861,7948.4722,7547.5771,13.7135,99.0293,15.2190,1924.9683,5480.2446,666.4146,665.4903,19.3657,0.0005,0.2204,0.0129,1.5604,11.5825,1.3650,152.1644,501.7434,10.8107
ag1,1883.83,0.0000,0.0000,0.0000,286.5091,161.3828,118.8701,6.2563,3.6303,116.0901,7932.6099,7544.4292,13.8568,99.1421,16.0574,1920.6710,5480.0864,666.3063,665.3109,19.8712,0.0004,0.1091,0.0064,1.6041,11.6496,1.4522,151.9291,501.7323,11.3531
ag1,1883.92,0.0000,0.0000,0.0000,286.5091,161.3828,118.8701,6.2563,3.6257,99.8864,7917.8940,7540.2373,14.4750,99.2002,16.7994,1915.8314,5479.9067,666.0991,665.0605,20.3571,0.0003,0.1603,0.0094,1.6910,11.6937,1.5266,151.6475,501.7194,11.9635
ag1,1884.00,0.0000,0.0000,0.0000,286.5091,161.3828,118.8701,6.2563,3.6177,85.9493,7911.9058,7543.5327,14.9285,99.3655,17.0718,1914.0287,5479.8110,666.3415,664.9760,20.3966,0.2067,0.0092,0.0005,1.7487,11.7208,1.5535,151.5418,501.7134,12.2035
ag1,1884.08,0.0000,0.0000,0.0000,0.0000,161.3828,118.8701,6.2563,3.6087,73.9586,7905.8867,7546.8306,15.5905,99.7636,17.3302,1912.4554,5479.7017,666.6050,664.9502,20.5940,0.0046,0.0006,0.3449E-04,1.8367,11.7858,1.5802,151.4562,501.7081,0.1916
ag1,1884.17,0.0000,0.0000,0.0000,0.0000,161.3828,118.8701,6.2563,3.6045,63.6351,7901.5786,7551.1064,16.1223,100.1428,17.5101,1911.4222,5479.6060,666.9224,664.9474,20.6637,0.0157,0.0024,0.0001,1.9068,11.8436,1.5987,151.4003,501.7036,0.3204
ag1,1884.25,0.0000,0.0000,0.0000,0.0000,161.3828,118.8701,6.2563,3.5976,54.7579,7892.2915,7551.2422,17.3698,101.1205,17.9009,1909.3164,5479.5200,666.9982,664.9712,20.5270,0.4207,0.0201,0.0012,2.0695,11.9870,1.6390,151.2875,501.6967,0.5909
ag1,1884.33,0.0000,0.0000,0.0000,0.0000,161.3828,118.8701,6.2563,0.0000,0.0000,7847.0430,7838.1021,0.7227,140.3279,0.5164,1907.7203,5478.9341,681.2072,669.6312,20.2021,0.2143,0.0256,0.0015,0.0845,16.4596,0.0473,151.5203,501.6512,2.0834
ag1,1884.42,4.3340,5.9354,0.3124,10.5817,161.3828,118.8701,6.2563,4.1830,0.0000,7780.9897,7763.9634,0.9439,182.2038,0.4981,1878.6963,5478.0371,679.4730,672.5643,20.2405,0.1642,0.0384,0.0023,0.1121,21.5254,0.0460,149.4581,501.5808,3.9084
ag1,1884.50,23.3692,21.2473,1.1183,45.7347,161.3828,118.8701,6.2563,22.9003,0.0000,7727.6152,7677.9893,1.1775,206.7429,0.7004,1851.9493,5476.9453,676.9860,674.3255,20.9894,0.0010,0.0000,0.0000,0.1435,24.8116,0.0664,148.0080,501.5059,6.5023
ag1,1884.58,55.3403,34.8057,1.8319,91.9778,161.3828,118.8701,6.2563,54.8714,0.0000,7734.9072,7642.2192,1.0754,196.6205,0.9011,1855.1534,5476.6904,675.4553,674.0696,21.2261,0.0005,0.5815,0.0350,0.1322,23.7378,0.0867,148.8334,501.4983,8.1902
